R_um,D_um,s_um,C_GND_GND_F,C_feedline_feedline_F,C_island_island_F,C_GND_feedline_F,C_GND_island_F,C_feedline_island_F,row_sum_GND_F,row_sum_feedline_F,row_sum_island_F,missing_cap_GND_F,missing_cap_feedline_F,missing_cap_island_F
60.0,800.0,80.0,7.148e-13,1.937e-13,1.643e-14,-1.906e-13,-1.545e-14,-1.415e-17,5.087e-13,3.139e-15,9.688e-16,-5.087e-13,-3.139e-15,-9.688e-16
60.0,900.0,8.0,7.183e-13,1.947e-13,1.794e-14,-1.916e-13,-1.738e-14,-6.1e-18,5.093e-13,3.101e-15,5.6e-16,-5.093e-13,-3.101e-15,-5.6e-16
60.0,900.0,16.0,7.174e-13,1.947e-13,1.73e-14,-1.916e-13,-1.663e-14,-7.251e-18,5.092e-13,3.102e-15,6.62e-16,-5.092e-13,-3.102e-15,-6.62e-16
60.0,900.0,24.0,7.171e-13,1.946e-13,1.714e-14,-1.915e-13,-1.643e-14,-7.694e-18,5.091e-13,3.105e-15,7.028e-16,-5.091e-13,-3.105e-15,-7.028e-16
60.0,900.0,32.0,7.167e-13,1.944e-13,1.704e-14,-1.913e-13,-1.629e-14,-8.077e-18,5.091e-13,3.111e-15,7.341e-16,-5.091e-13,-3.111e-15,-7.341e-16
60.0,900.0,40.0,7.213e-13,1.942e-13,1.986e-14,-1.911e-13,-1.999e-14,3.213e-18,5.102e-13,3.112e-15,-1.206e-16,-5.102e-13,-3.112e-15,1.206e-16
60.0,900.0,48.0,7.16e-13,1.942e-13,1.684e-14,-1.91e-13,-1.601e-14,-9.075e-18,5.09e-13,3.121e-15,8.224e-16,-5.09e-13,-3.121e-15,-8.224e-16
60.0,900.0,56.0,7.158e-13,1.942e-13,1.672e-14,-1.911e-13,-1.586e-14,-9.386e-18,5.089e-13,3.121e-15,8.56e-16,-5.089e-13,-3.121e-15,-8.56e-16
60.0,900.0,64.0,7.153e-13,1.939e-13,1.659e-14,-1.908e-13,-1.568e-14,-9.99e-18,5.088e-13,3.127e-15,9.031e-16,-5.088e-13,-3.127e-15,-9.031e-16
60.0,900.0,72.0,7.15e-13,1.939e-13,1.651e-14,-1.907e-13,-1.554e-14,-1.061e-17,5.087e-13,3.134e-15,9.588e-16,-5.087e-13,-3.134e-15,-9.588e-16
60.0,900.0,80.0,7.149e-13,1.938e-13,1.646e-14,-1.907e-13,-1.547e-14,-1.092e-17,5.087e-13,3.134e-15,9.853e-16,-5.087e-13,-3.134e-15,-9.853e-16
60.0,1000.0,8.0,7.18e-13,1.945e-13,1.795e-14,-1.914e-13,-1.737e-14,-4.97e-18,5.093e-13,3.109e-15,5.812e-16,-5.093e-13,-3.109e-15,-5.812e-16
60.0,1000.0,16.0,7.171e-13,1.946e-13,1.725e-14,-1.914e-13,-1.654e-14,-6.041e-18,5.092e-13,3.101e-15,7.07e-16,-5.092e-13,-3.101e-15,-7.07e-16
60.0,1000.0,24.0,7.171e-13,1.947e-13,1.715e-14,-1.916e-13,-1.64e-14,-6.305e-18,5.091e-13,3.099e-15,7.382e-16,-5.091e-13,-3.099e-15,-7.382e-16
60.0,1000.0,32.0,7.166e-13,1.945e-13,1.698e-14,-1.913e-13,-1.619e-14,-6.74e-18,5.09e-13,3.108e-15,7.881e-16,-5.09e-13,-3.108e-15,-7.881e-16
60.0,1000.0,40.0,7.165e-13,1.944e-13,1.712e-14,-1.913e-13,-1.627e-14,-7.171e-18,5.09e-13,3.109e-15,8.378e-16,-5.09e-13,-3.109e-15,-8.378e-16
60.0,1000.0,48.0,7.162e-13,1.944e-13,1.684e-14,-1.913e-13,-1.597e-14,-7.414e-18,5.089e-13,3.112e-15,8.645e-16,-5.089e-13,-3.112e-15,-8.645e-16
60.0,1000.0,56.0,7.156e-13,1.941e-13,1.671e-14,-1.91e-13,-1.58e-14,-7.777e-18,5.088e-13,3.118e-15,9.036e-16,-5.088e-13,-3.118e-15,-9.036e-16
60.0,1000.0,64.0,7.154e-13,1.941e-13,1.661e-14,-1.909e-13,-1.566e-14,-8.084e-18,5.088e-13,3.12e-15,9.399e-16,-5.088e-13,-3.12e-15,-9.399e-16
60.0,1000.0,72.0,7.15e-13,1.94e-13,1.651e-14,-1.908e-13,-1.549e-14,-8.697e-18,5.087e-13,3.127e-15,1.008e-15,-5.087e-13,-3.127e-15,-1.008e-15
60.0,1000.0,80.0,7.146e-13,1.938e-13,1.644e-14,-1.907e-13,-1.538e-14,-9.09e-18,5.086e-13,3.131e-15,1.052e-15,-5.086e-13,-3.131e-15,-1.052e-15
80.0,100.0,8.0,7.317e-13,1.961e-13,3.668e-14,-1.904e-13,-3.28e-14,-2.58e-15,5.086e-13,3.137e-15,1.296e-15,-5.086e-13,-3.137e-15,-1.296e-15
80.0,200.0,8.0,7.326e-13,1.945e-13,3.488e-14,-1.91e-13,-3.311e-14,-4.029e-16,5.085e-13,3.125e-15,1.365e-15,-5.085e-13,-3.125e-15,-1.365e-15
80.0,200.0,16.0,7.32e-13,1.943e-13,3.454e-14,-1.908e-13,-3.274e-14,-4.153e-16,5.085e-13,3.134e-15,1.391e-15,-5.085e-13,-3.134e-15,-1.391e-15
80.0,200.0,24.0,7.313e-13,1.946e-13,3.385e-14,-1.91e-13,-3.195e-14,-4.485e-16,5.084e-13,3.133e-15,1.46e-15,-5.084e-13,-3.133e-15,-1.46e-15
80.0,200.0,32.0,7.31e-13,1.947e-13,3.343e-14,-1.911e-13,-3.147e-14,-4.785e-16,5.084e-13,3.135e-15,1.482e-15,-5.084e-13,-3.135e-15,-1.482e-15
80.0,200.0,40.0,7.3e-13,1.949e-13,3.272e-14,-1.912e-13,-3.061e-14,-5.123e-16,5.082e-13,3.143e-15,1.606e-15,-5.082e-13,-3.143e-15,-1.606e-15
80.0,200.0,48.0,7.275e-13,1.95e-13,3.109e-14,-1.912e-13,-2.851e-14,-6.19e-16,5.078e-13,3.171e-15,1.964e-15,-5.078e-13,-3.171e-15,-1.964e-15
80.0,200.0,56.0,7.297e-13,1.953e-13,3.246e-14,-1.916e-13,-3.008e-14,-6.083e-16,5.08e-13,3.156e-15,1.773e-15,-5.08e-13,-3.156e-15,-1.773e-15
80.0,200.0,64.0,7.286e-13,1.951e-13,3.174e-14,-1.913e-13,-2.928e-14,-6.3e-16,5.079e-13,3.166e-15,1.832e-15,-5.079e-13,-3.166e-15,-1.832e-15
80.0,200.0,72.0,7.288e-13,1.959e-13,3.148e-14,-1.92e-13,-2.889e-14,-6.757e-16,5.078e-13,3.16e-15,1.909e-15,-5.078e-13,-3.16e-15,-1.909e-15
80.0,200.0,80.0,7.274e-13,1.956e-13,3.103e-14,-1.916e-13,-2.818e-14,-7.817e-16,5.076e-13,3.194e-15,2.063e-15,-5.076e-13,-3.194e-15,-2.063e-15
80.0,300.0,8.0,7.332e-13,1.944e-13,3.5e-14,-1.911e-13,-3.352e-14,-1.585e-16,5.085e-13,3.12e-15,1.322e-15,-5.085e-13,-3.12e-15,-1.322e-15
80.0,300.0,16.0,7.326e-13,1.946e-13,3.426e-14,-1.914e-13,-3.271e-14,-1.671e-16,5.085e-13,3.11e-15,1.386e-15,-5.085e-13,-3.11e-15,-1.386e-15
80.0,300.0,24.0,7.319e-13,1.947e-13,3.367e-14,-1.914e-13,-3.204e-14,-1.756e-16,5.084e-13,3.11e-15,1.448e-15,-5.084e-13,-3.11e-15,-1.448e-15
80.0,300.0,32.0,7.313e-13,1.947e-13,3.319e-14,-1.914e-13,-3.152e-14,-1.817e-16,5.084e-13,3.108e-15,1.482e-15,-5.084e-13,-3.108e-15,-1.482e-15
80.0,300.0,40.0,7.305e-13,1.946e-13,3.268e-14,-1.913e-13,-3.091e-14,-1.934e-16,5.083e-13,3.117e-15,1.577e-15,-5.083e-13,-3.117e-15,-1.577e-15
80.0,300.0,48.0,7.298e-13,1.945e-13,3.23e-14,-1.912e-13,-3.044e-14,-2.046e-16,5.082e-13,3.127e-15,1.654e-15,-5.082e-13,-3.127e-15,-1.654e-15
80.0,300.0,56.0,7.291e-13,1.941e-13,3.231e-14,-1.907e-13,-3.032e-14,-2.251e-16,5.08e-13,3.139e-15,1.764e-15,-5.08e-13,-3.139e-15,-1.764e-15
80.0,300.0,64.0,7.281e-13,1.94e-13,3.164e-14,-1.906e-13,-2.959e-14,-2.356e-16,5.08e-13,3.152e-15,1.814e-15,-5.08e-13,-3.152e-15,-1.814e-15
80.0,300.0,72.0,7.276e-13,1.939e-13,3.139e-14,-1.905e-13,-2.926e-14,-2.474e-16,5.078e-13,3.158e-15,1.888e-15,-5.078e-13,-3.158e-15,-1.888e-15
80.0,300.0,80.0,7.265e-13,1.937e-13,3.096e-14,-1.902e-13,-2.865e-14,-2.719e-16,5.076e-13,3.168e-15,2.036e-15,-5.076e-13,-3.168e-15,-2.036e-15
80.0,400.0,8.0,7.33e-13,1.943e-13,3.478e-14,-1.911e-13,-3.337e-14,-8.667e-17,5.085e-13,3.122e-15,1.323e-15,-5.085e-13,-3.122e-15,-1.323e-15
80.0,400.0,16.0,7.325e-13,1.945e-13,3.417e-14,-1.913e-13,-3.27e-14,-9.055e-17,5.085e-13,3.113e-15,1.377e-15,-5.085e-13,-3.113e-15,-1.377e-15
80.0,400.0,24.0,7.318e-13,1.945e-13,3.357e-14,-1.913e-13,-3.204e-14,-9.508e-17,5.084e-13,3.114e-15,1.441e-15,-5.084e-13,-3.114e-15,-1.441e-15
80.0,400.0,32.0,7.309e-13,1.944e-13,3.302e-14,-1.911e-13,-3.143e-14,-9.872e-17,5.084e-13,3.115e-15,1.493e-15,-5.084e-13,-3.115e-15,-1.493e-15
80.0,400.0,40.0,7.301e-13,1.941e-13,3.262e-14,-1.908e-13,-3.095e-14,-1.049e-16,5.083e-13,3.122e-15,1.564e-15,-5.083e-13,-3.122e-15,-1.564e-15
80.0,400.0,48.0,7.296e-13,1.941e-13,3.232e-14,-1.908e-13,-3.059e-14,-1.092e-16,5.082e-13,3.128e-15,1.625e-15,-5.082e-13,-3.128e-15,-1.625e-15
80.0,400.0,56.0,7.29e-13,1.938e-13,3.226e-14,-1.906e-13,-3.039e-14,-1.186e-16,5.08e-13,3.136e-15,1.753e-15,-5.08e-13,-3.136e-15,-1.753e-15
80.0,400.0,64.0,7.286e-13,1.938e-13,3.185e-14,-1.905e-13,-3e-14,-1.16e-16,5.081e-13,3.139e-15,1.735e-15,-5.081e-13,-3.139e-15,-1.735e-15
80.0,400.0,72.0,7.277e-13,1.937e-13,3.135e-14,-1.904e-13,-2.934e-14,-1.288e-16,5.079e-13,3.148e-15,1.875e-15,-5.079e-13,-3.148e-15,-1.875e-15
80.0,400.0,80.0,7.268e-13,1.937e-13,3.092e-14,-1.904e-13,-2.875e-14,-1.406e-16,5.077e-13,3.154e-15,2.022e-15,-5.077e-13,-3.154e-15,-2.022e-15
80.0,500.0,8.0,7.315e-13,1.943e-13,3.347e-14,-1.911e-13,-3.197e-14,-5.745e-17,5.084e-13,3.121e-15,1.434e-15,-5.084e-13,-3.121e-15,-1.434e-15
80.0,500.0,16.0,7.326e-13,1.945e-13,3.417e-14,-1.913e-13,-3.274e-14,-5.602e-17,5.085e-13,3.112e-15,1.37e-15,-5.085e-13,-3.112e-15,-1.37e-15
80.0,500.0,24.0,7.32e-13,1.945e-13,3.365e-14,-1.913e-13,-3.217e-14,-5.843e-17,5.085e-13,3.112e-15,1.423e-15,-5.085e-13,-3.112e-15,-1.423e-15
80.0,500.0,32.0,7.312e-13,1.944e-13,3.315e-14,-1.912e-13,-3.163e-14,-6.011e-17,5.084e-13,3.113e-15,1.464e-15,-5.084e-13,-3.113e-15,-1.464e-15
80.0,500.0,40.0,7.306e-13,1.943e-13,3.274e-14,-1.911e-13,-3.114e-14,-6.352e-17,5.083e-13,3.113e-15,1.536e-15,-5.083e-13,-3.113e-15,-1.536e-15
80.0,500.0,48.0,7.297e-13,1.94e-13,3.234e-14,-1.908e-13,-3.066e-14,-6.722e-17,5.082e-13,3.128e-15,1.614e-15,-5.082e-13,-3.128e-15,-1.614e-15
80.0,500.0,56.0,7.29e-13,1.938e-13,3.217e-14,-1.906e-13,-3.034e-14,-7.331e-17,5.08e-13,3.134e-15,1.763e-15,-5.08e-13,-3.134e-15,-1.763e-15
80.0,500.0,64.0,7.283e-13,1.938e-13,3.162e-14,-1.906e-13,-2.976e-14,-7.478e-17,5.08e-13,3.14e-15,1.785e-15,-5.08e-13,-3.14e-15,-1.785e-15
80.0,500.0,72.0,7.277e-13,1.937e-13,3.135e-14,-1.905e-13,-2.941e-14,-7.861e-17,5.079e-13,3.145e-15,1.865e-15,-5.079e-13,-3.145e-15,-1.865e-15
80.0,500.0,80.0,7.269e-13,1.937e-13,3.086e-14,-1.905e-13,-2.874e-14,-8.636e-17,5.076e-13,3.147e-15,2.034e-15,-5.076e-13,-3.147e-15,-2.034e-15
80.0,600.0,8.0,7.331e-13,1.94e-13,3.5e-14,-1.909e-13,-3.367e-14,-3.589e-17,5.086e-13,3.128e-15,1.299e-15,-5.086e-13,-3.128e-15,-1.299e-15
80.0,600.0,16.0,7.324e-13,1.941e-13,3.43e-14,-1.91e-13,-3.29e-14,-3.781e-17,5.085e-13,3.123e-15,1.359e-15,-5.085e-13,-3.123e-15,-1.359e-15
80.0,600.0,24.0,7.321e-13,1.946e-13,3.368e-14,-1.914e-13,-3.221e-14,-3.93e-17,5.084e-13,3.11e-15,1.426e-15,-5.084e-13,-3.11e-15,-1.426e-15
80.0,600.0,32.0,7.313e-13,1.944e-13,3.313e-14,-1.913e-13,-3.161e-14,-4.075e-17,5.084e-13,3.117e-15,1.473e-15,-5.084e-13,-3.117e-15,-1.473e-15
80.0,600.0,40.0,7.301e-13,1.94e-13,3.26e-14,-1.908e-13,-3.099e-14,-4.358e-17,5.082e-13,3.127e-15,1.568e-15,-5.082e-13,-3.127e-15,-1.568e-15
80.0,600.0,48.0,7.296e-13,1.941e-13,3.226e-14,-1.909e-13,-3.057e-14,-4.561e-17,5.082e-13,3.124e-15,1.639e-15,-5.082e-13,-3.124e-15,-1.639e-15
80.0,600.0,56.0,7.294e-13,1.94e-13,3.228e-14,-1.908e-13,-3.049e-14,-4.899e-17,5.08e-13,3.126e-15,1.746e-15,-5.08e-13,-3.126e-15,-1.746e-15
80.0,600.0,64.0,7.283e-13,1.938e-13,3.161e-14,-1.906e-13,-2.976e-14,-5.043e-17,5.08e-13,3.139e-15,1.797e-15,-5.08e-13,-3.139e-15,-1.797e-15
80.0,600.0,72.0,7.278e-13,1.937e-13,3.138e-14,-1.905e-13,-2.946e-14,-5.263e-17,5.079e-13,3.143e-15,1.865e-15,-5.079e-13,-3.143e-15,-1.865e-15
80.0,600.0,80.0,7.27e-13,1.937e-13,3.092e-14,-1.905e-13,-2.884e-14,-5.738e-17,5.077e-13,3.143e-15,2.02e-15,-5.077e-13,-3.143e-15,-2.02e-15
80.0,700.0,8.0,1.016e-12,1.944e-13,2.655e-13,-1.916e-13,-2.888e-13,3.347e-16,5.354e-13,3.073e-15,-2.294e-14,-5.354e-13,-3.073e-15,2.294e-14
80.0,700.0,16.0,7.325e-13,1.944e-13,3.424e-14,-1.912e-13,-3.283e-14,-2.721e-17,5.085e-13,3.113e-15,1.384e-15,-5.085e-13,-3.113e-15,-1.384e-15
80.0,700.0,24.0,7.319e-13,1.945e-13,3.365e-14,-1.913e-13,-3.218e-14,-2.847e-17,5.084e-13,3.11e-15,1.447e-15,-5.084e-13,-3.11e-15,-1.447e-15
80.0,700.0,32.0,7.308e-13,1.942e-13,3.299e-14,-1.911e-13,-3.144e-14,-2.992e-17,5.083e-13,3.115e-15,1.515e-15,-5.083e-13,-3.115e-15,-1.515e-15
80.0,700.0,40.0,7.306e-13,1.944e-13,3.269e-14,-1.913e-13,-3.109e-14,-3.097e-17,5.083e-13,3.108e-15,1.571e-15,-5.083e-13,-3.108e-15,-1.571e-15
80.0,700.0,48.0,7.296e-13,1.94e-13,3.229e-14,-1.908e-13,-3.061e-14,-3.277e-17,5.082e-13,3.126e-15,1.651e-15,-5.082e-13,-3.126e-15,-1.651e-15
80.0,700.0,56.0,7.291e-13,1.938e-13,3.23e-14,-1.906e-13,-3.05e-14,-3.516e-17,5.08e-13,3.131e-15,1.764e-15,-5.08e-13,-3.131e-15,-1.764e-15
80.0,700.0,64.0,7.284e-13,1.938e-13,3.167e-14,-1.906e-13,-2.983e-14,-3.591e-17,5.08e-13,3.137e-15,1.8e-15,-5.08e-13,-3.137e-15,-1.8e-15
80.0,700.0,72.0,7.278e-13,1.937e-13,3.136e-14,-1.905e-13,-2.944e-14,-3.785e-17,5.078e-13,3.142e-15,1.891e-15,-5.078e-13,-3.142e-15,-1.891e-15
80.0,700.0,80.0,7.272e-13,1.937e-13,3.1e-14,-1.905e-13,-2.895e-14,-4.067e-17,5.077e-13,3.141e-15,2.007e-15,-5.077e-13,-3.141e-15,-2.007e-15
80.0,800.0,8.0,7.328e-13,1.94e-13,3.49e-14,-1.908e-13,-3.353e-14,-1.979e-17,5.085e-13,3.127e-15,1.355e-15,-5.085e-13,-3.127e-15,-1.355e-15
80.0,800.0,16.0,7.323e-13,1.941e-13,3.428e-14,-1.91e-13,-3.285e-14,-2.062e-17,5.084e-13,3.117e-15,1.411e-15,-5.084e-13,-3.117e-15,-1.411e-15
80.0,800.0,24.0,7.316e-13,1.941e-13,3.379e-14,-1.91e-13,-3.231e-14,-2.134e-17,5.084e-13,3.119e-15,1.463e-15,-5.084e-13,-3.119e-15,-1.463e-15
80.0,800.0,32.0,7.312e-13,1.946e-13,3.303e-14,-1.914e-13,-3.147e-14,-2.243e-17,5.083e-13,3.106e-15,1.54e-15,-5.083e-13,-3.106e-15,-1.54e-15
80.0,800.0,40.0,7.301e-13,1.941e-13,3.258e-14,-1.91e-13,-3.093e-14,-2.38e-17,5.082e-13,3.117e-15,1.627e-15,-5.082e-13,-3.117e-15,-1.627e-15
80.0,800.0,48.0,7.297e-13,1.942e-13,3.23e-14,-1.91e-13,-3.059e-14,-2.473e-17,5.081e-13,3.12e-15,1.689e-15,-5.081e-13,-3.12e-15,-1.689e-15
80.0,800.0,56.0,7.295e-13,1.941e-13,3.233e-14,-1.91e-13,-3.051e-14,-2.63e-17,5.08e-13,3.119e-15,1.798e-15,-5.08e-13,-3.119e-15,-1.798e-15
80.0,800.0,64.0,7.282e-13,1.937e-13,3.159e-14,-1.906e-13,-2.97e-14,-2.754e-17,5.079e-13,3.137e-15,1.866e-15,-5.079e-13,-3.137e-15,-1.866e-15
80.0,800.0,72.0,7.277e-13,1.937e-13,3.137e-14,-1.905e-13,-2.941e-14,-2.851e-17,5.078e-13,3.141e-15,1.932e-15,-5.078e-13,-3.141e-15,-1.932e-15
80.0,800.0,80.0,7.267e-13,1.937e-13,3.083e-14,-1.905e-13,-2.867e-14,-3.154e-17,5.075e-13,3.14e-15,2.125e-15,-5.075e-13,-3.14e-15,-2.125e-15
80.0,900.0,8.0,7.326e-13,1.944e-13,3.438e-14,-1.913e-13,-3.292e-14,-1.608e-17,5.084e-13,3.111e-15,1.438e-15,-5.084e-13,-3.111e-15,-1.438e-15
80.0,900.0,16.0,7.323e-13,1.943e-13,3.425e-14,-1.912e-13,-3.277e-14,-1.626e-17,5.084e-13,3.114e-15,1.466e-15,-5.084e-13,-3.114e-15,-1.466e-15
80.0,900.0,24.0,7.314e-13,1.942e-13,3.365e-14,-1.91e-13,-3.21e-14,-1.705e-17,5.083e-13,3.12e-15,1.535e-15,-5.083e-13,-3.12e-15,-1.535e-15
80.0,900.0,32.0,7.307e-13,1.943e-13,3.296e-14,-1.911e-13,-3.134e-14,-1.785e-17,5.082e-13,3.118e-15,1.609e-15,-5.082e-13,-3.118e-15,-1.609e-15
80.0,900.0,40.0,7.297e-13,1.941e-13,3.242e-14,-1.909e-13,-3.068e-14,-1.923e-17,5.081e-13,3.121e-15,1.717e-15,-5.081e-13,-3.121e-15,-1.717e-15
80.0,900.0,48.0,7.293e-13,1.939e-13,3.232e-14,-1.908e-13,-3.055e-14,-1.948e-17,5.08e-13,3.132e-15,1.744e-15,-5.08e-13,-3.132e-15,-1.744e-15
80.0,900.0,56.0,7.29e-13,1.938e-13,3.232e-14,-1.907e-13,-3.043e-14,-2.082e-17,5.079e-13,3.131e-15,1.863e-15,-5.079e-13,-3.131e-15,-1.863e-15
80.0,900.0,64.0,7.282e-13,1.938e-13,3.163e-14,-1.907e-13,-2.969e-14,-2.15e-17,5.078e-13,3.133e-15,1.916e-15,-5.078e-13,-3.133e-15,-1.916e-15
80.0,900.0,72.0,7.276e-13,1.937e-13,3.135e-14,-1.906e-13,-2.932e-14,-2.255e-17,5.077e-13,3.137e-15,2.005e-15,-5.077e-13,-3.137e-15,-2.005e-15
80.0,900.0,80.0,7.267e-13,1.937e-13,3.091e-14,-1.905e-13,-2.872e-14,-2.447e-17,5.075e-13,3.14e-15,2.168e-15,-5.075e-13,-3.14e-15,-2.168e-15
80.0,1000.0,8.0,7.333e-13,1.946e-13,3.494e-14,-1.915e-13,-3.346e-14,-1.266e-17,5.084e-13,3.105e-15,1.472e-15,-5.084e-13,-3.105e-15,-1.472e-15
80.0,1000.0,16.0,7.321e-13,1.944e-13,3.416e-14,-1.912e-13,-3.259e-14,-1.34e-17,5.083e-13,3.11e-15,1.55e-15,-5.083e-13,-3.11e-15,-1.55e-15
80.0,1000.0,24.0,7.314e-13,1.943e-13,3.361e-14,-1.912e-13,-3.198e-14,-1.397e-17,5.082e-13,3.113e-15,1.615e-15,-5.082e-13,-3.113e-15,-1.615e-15
80.0,1000.0,32.0,7.306e-13,1.944e-13,3.301e-14,-1.912e-13,-3.132e-14,-1.453e-17,5.081e-13,3.114e-15,1.681e-15,-5.081e-13,-3.114e-15,-1.681e-15
80.0,1000.0,40.0,7.299e-13,1.941e-13,3.267e-14,-1.91e-13,-3.091e-14,-1.518e-17,5.08e-13,3.118e-15,1.751e-15,-5.08e-13,-3.118e-15,-1.751e-15
80.0,1000.0,48.0,7.292e-13,1.94e-13,3.23e-14,-1.908e-13,-3.044e-14,-1.597e-17,5.079e-13,3.131e-15,1.837e-15,-5.079e-13,-3.131e-15,-1.837e-15
80.0,1000.0,56.0,7.289e-13,1.939e-13,3.234e-14,-1.907e-13,-3.037e-14,-1.699e-17,5.078e-13,3.127e-15,1.951e-15,-5.078e-13,-3.127e-15,-1.951e-15
80.0,1000.0,64.0,7.279e-13,1.938e-13,3.161e-14,-1.907e-13,-2.957e-14,-1.761e-17,5.077e-13,3.128e-15,2.023e-15,-5.077e-13,-3.128e-15,-2.023e-15
80.0,1000.0,72.0,7.274e-13,1.937e-13,3.136e-14,-1.906e-13,-2.923e-14,-1.84e-17,5.076e-13,3.136e-15,2.107e-15,-5.076e-13,-3.136e-15,-2.107e-15
80.0,1000.0,80.0,7.265e-13,1.937e-13,3.087e-14,-1.906e-13,-2.855e-14,-2.006e-17,5.073e-13,3.136e-15,2.298e-15,-5.073e-13,-3.136e-15,-2.298e-15
100.0,200.0,8.0,7.446e-13,1.946e-13,4.861e-14,-1.909e-13,-4.593e-14,-6.438e-16,5.078e-13,3.128e-15,2.041e-15,-5.078e-13,-3.128e-15,-2.041e-15
100.0,200.0,16.0,7.429e-13,1.943e-13,4.745e-14,-1.905e-13,-4.464e-14,-6.775e-16,5.077e-13,3.141e-15,2.128e-15,-5.077e-13,-3.141e-15,-2.128e-15
100.0,200.0,24.0,7.424e-13,1.949e-13,4.667e-14,-1.911e-13,-4.372e-14,-7.181e-16,5.076e-13,3.138e-15,2.235e-15,-5.076e-13,-3.138e-15,-2.235e-15
100.0,200.0,32.0,7.42e-13,1.953e-13,4.61e-14,-1.914e-13,-4.303e-14,-7.523e-16,5.075e-13,3.139e-15,2.322e-15,-5.075e-13,-3.139e-15,-2.322e-15
100.0,200.0,40.0,7.409e-13,1.952e-13,4.58e-14,-1.912e-13,-4.246e-14,-8.502e-16,5.073e-13,3.155e-15,2.489e-15,-5.073e-13,-3.155e-15,-2.489e-15
100.0,200.0,48.0,7.397e-13,1.953e-13,4.469e-14,-1.912e-13,-4.124e-14,-8.991e-16,5.072e-13,3.161e-15,2.56e-15,-5.072e-13,-3.161e-15,-2.56e-15
100.0,200.0,56.0,7.398e-13,1.957e-13,4.442e-14,-1.916e-13,-4.09e-14,-9.459e-16,5.072e-13,3.156e-15,2.574e-15,-5.072e-13,-3.156e-15,-2.574e-15
100.0,200.0,64.0,7.376e-13,1.957e-13,4.321e-14,-1.915e-13,-3.927e-14,-1.095e-15,5.069e-13,3.184e-15,2.848e-15,-5.069e-13,-3.184e-15,-2.848e-15
100.0,200.0,72.0,7.372e-13,1.962e-13,4.281e-14,-1.918e-13,-3.871e-14,-1.167e-15,5.067e-13,3.205e-15,2.935e-15,-5.067e-13,-3.205e-15,-2.935e-15
100.0,200.0,80.0,7.373e-13,1.967e-13,4.296e-14,-1.922e-13,-3.86e-14,-1.303e-15,5.066e-13,3.226e-15,3.051e-15,-5.066e-13,-3.226e-15,-3.051e-15
100.0,300.0,8.0,7.455e-13,1.947e-13,4.852e-14,-1.914e-13,-4.628e-14,-2.404e-16,5.079e-13,3.109e-15,2.001e-15,-5.079e-13,-3.109e-15,-2.001e-15
100.0,300.0,16.0,7.438e-13,1.945e-13,4.727e-14,-1.911e-13,-4.492e-14,-2.539e-16,5.078e-13,3.118e-15,2.096e-15,-5.078e-13,-3.118e-15,-2.096e-15
100.0,300.0,24.0,7.432e-13,1.948e-13,4.656e-14,-1.914e-13,-4.41e-14,-2.678e-16,5.077e-13,3.108e-15,2.198e-15,-5.077e-13,-3.108e-15,-2.198e-15
100.0,300.0,32.0,7.411e-13,1.941e-13,4.561e-14,-1.907e-13,-4.298e-14,-2.915e-16,5.075e-13,3.137e-15,2.336e-15,-5.075e-13,-3.137e-15,-2.336e-15
100.0,300.0,40.0,7.407e-13,1.939e-13,4.565e-14,-1.904e-13,-4.289e-14,-3.132e-16,5.074e-13,3.15e-15,2.453e-15,-5.074e-13,-3.15e-15,-2.453e-15
100.0,300.0,48.0,7.394e-13,1.939e-13,4.451e-14,-1.905e-13,-4.164e-14,-3.292e-16,5.073e-13,3.151e-15,2.534e-15,-5.073e-13,-3.151e-15,-2.534e-15
100.0,300.0,56.0,7.388e-13,1.936e-13,4.434e-14,-1.901e-13,-4.147e-14,-3.3e-16,5.072e-13,3.159e-15,2.53e-15,-5.072e-13,-3.159e-15,-2.53e-15
100.0,300.0,64.0,7.37e-13,1.937e-13,4.31e-14,-1.902e-13,-3.992e-14,-3.745e-16,5.069e-13,3.164e-15,2.807e-15,-5.069e-13,-3.164e-15,-2.807e-15
100.0,300.0,72.0,7.366e-13,1.94e-13,4.263e-14,-1.905e-13,-3.932e-14,-3.897e-16,5.068e-13,3.159e-15,2.916e-15,-5.068e-13,-3.159e-15,-2.916e-15
100.0,300.0,80.0,7.363e-13,1.939e-13,4.277e-14,-1.904e-13,-3.933e-14,-4.121e-16,5.066e-13,3.168e-15,3.031e-15,-5.066e-13,-3.168e-15,-3.031e-15
100.0,400.0,8.0,7.451e-13,1.944e-13,4.823e-14,-1.911e-13,-4.611e-14,-1.31e-16,5.079e-13,3.117e-15,1.999e-15,-5.079e-13,-3.117e-15,-1.999e-15
100.0,400.0,16.0,7.437e-13,1.943e-13,4.707e-14,-1.911e-13,-4.485e-14,-1.377e-16,5.078e-13,3.114e-15,2.086e-15,-5.078e-13,-3.114e-15,-2.086e-15
100.0,400.0,24.0,7.425e-13,1.94e-13,4.644e-14,-1.908e-13,-4.411e-14,-1.449e-16,5.077e-13,3.123e-15,2.183e-15,-5.077e-13,-3.123e-15,-2.183e-15
